Source,Station,Latitude,Longitude,Year,Date,Datetime,SampleID,TowType,AmphipodCode,Tide,BottomDepth,Chl,Secchi,Temperature,Turbidity,Microcystis,pH,DO,SalSurf,SalBott,SizeClass,Volume,Phylum,Class,Order,Family,Genus,Species,Taxname,Lifestage,Taxlifestage,CPUE,Undersampled
DOP,19-36-RVV-01,38.160734,-121.683346,2019,2019-04-01,2019-04-01 15:27:00,DOP 19-36-RVV-01 2019-04-01 ICF667,Bottom,NA,NA,11.82624,NA,NA,NA,NA,NA,NA,NA,NA,0.0864528376028947,Macro,12.9591,Arthropoda,Malacostraca,Mysida,NA,NA,NA,Mysida_UnID,Adult,Mysida_UnID Adult,0,FALSE
DOP,19-36-RVV-01,38.160734,-121.683346,2019,2019-04-01,2019-04-01 15:27:00,DOP 19-36-RVV-01 2019-04-01 ICF667,Bottom,NA,NA,11.82624,NA,NA,NA,NA,NA,NA,NA,NA,0.0864528376028947,Macro,12.9591,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,kadiakensis,Neomysis kadiakensis,Adult,Neomysis kadiakensis Adult,0,FALSE
DOP,19-36-RVV-01,38.160734,-121.683346,2019,2019-04-01,2019-04-01 15:27:00,DOP 19-36-RVV-01 2019-04-01 ICF667,Bottom,NA,NA,11.82624,NA,NA,NA,NA,NA,NA,NA,NA,0.0864528376028947,Macro,12.9591,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,mercedis,Neomysis mercedis,Adult,Neomysis mercedis Adult,0.077165853,FALSE
DOP,19-36-RVV-01,38.160734,-121.683346,2019,2019-04-01,2019-04-01 15:27:00,DOP 19-36-RVV-01 2019-04-01 ICF667,Bottom,NA,NA,11.82624,NA,NA,NA,NA,NA,NA,NA,NA,0.0864528376028947,Macro,12.9591,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,Orientomysis aspera,Orientomysis aspera,Adult,Orientomysis aspera Adult,0,FALSE
DOP,19-36-RVV-01,38.160734,-121.683346,2019,2019-04-01,2019-04-01 15:27:00,DOP 19-36-RVV-01 2019-04-01 ICF667,Bottom,NA,NA,11.82624,NA,NA,NA,NA,NA,NA,NA,NA,0.0864528376028947,Macro,12.9591,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,hwanhaiensis,Orientomysis hwanhaiensis,Adult,Orientomysis hwanhaiensis Adult,0,FALSE
DOP,19-36-RVV-01,38.160734,-121.683346,2019,2019-04-01,2019-04-01 15:27:00,DOP 19-36-RVV-01 2019-04-01 ICF667,Bottom,NA,NA,11.82624,NA,NA,NA,NA,NA,NA,NA,NA,0.0864528376028947,Macro,12.9591,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Sinocorophium,alienense,Sinocorophium alienense,Adult,Sinocorophium alienense Adult,0,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Mysida,Mysidae,Alienacanthomysis,macropsis,Alienacanthomysis macropsis,Adult,Alienacanthomysis macropsis Adult,0.059095717,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,spinicorne,Americorophium spinicorne,Adult,Americorophium spinicorne Adult,0,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,stimpsoni,Americorophium stimpsoni,Adult,Americorophium stimpsoni Adult,0,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,Amphipoda_UnID,Adult,Amphipoda_UnID Adult,0,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Amphipoda,Corophiidae,NA,NA,Corophiidae_UnID,Adult,Corophiidae_UnID Adult,0,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Amphipoda,Crangonycitidae,Crangonyx,NA,Crangonyx_UnID,Adult,Crangonyx_UnID Adult,0,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Mysida,Mysidae,Deltamysis,holmquistae,Deltamysis holmquistae,Adult,Deltamysis holmquistae Adult,0,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,NA,Gammarus_UnID,Adult,Gammarus_UnID Adult,0,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,NA,Hyalella_UnID,Adult,Hyalella_UnID Adult,0,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Mysida,Mysidae,Hyperacanthomysis,longirostris,Hyperacanthomysis longirostris,Adult,Hyperacanthomysis longirostris Adult,0.354574304,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Mysida,NA,NA,NA,Mysida_UnID,Adult,Mysida_UnID Adult,0.059095717,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,kadiakensis,Neomysis kadiakensis,Adult,Neomysis kadiakensis Adult,0.413670021,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,mercedis,Neomysis mercedis,Adult,Neomysis mercedis Adult,0,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,Orientomysis aspera,Orientomysis aspera,Adult,Orientomysis aspera Adult,0,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,hwanhaiensis,Orientomysis hwanhaiensis,Adult,Orientomysis hwanhaiensis Adult,0,FALSE
DOP,20-18-SMM-03,38.155243,-122.051284,2019,2019-11-25,2019-11-25 12:18:00,DOP 20-18-SMM-03 2019-11-25 ICF1781,Bottom,NA,NA,6.126480000000001,NA,NA,NA,NA,NA,NA,NA,NA,7.913816017442062,Macro,16.9217,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Sinocorophium,alienense,Sinocorophium alienense,Adult,Sinocorophium alienense Adult,1.359201499,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Mysida,Mysidae,Alienacanthomysis,macropsis,Alienacanthomysis macropsis,Adult,Alienacanthomysis macropsis Adult,0,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,spinicorne,Americorophium spinicorne,Adult,Americorophium spinicorne Adult,0.974395543,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,stimpsoni,Americorophium stimpsoni,Adult,Americorophium stimpsoni Adult,0,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,Amphipoda_UnID,Adult,Amphipoda_UnID Adult,0,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Amphipoda,Corophiidae,NA,NA,Corophiidae_UnID,Adult,Corophiidae_UnID Adult,0,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Amphipoda,Crangonycitidae,Crangonyx,NA,Crangonyx_UnID,Adult,Crangonyx_UnID Adult,0,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Mysida,Mysidae,Deltamysis,holmquistae,Deltamysis holmquistae,Adult,Deltamysis holmquistae Adult,0,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,NA,Gammarus_UnID,Adult,Gammarus_UnID Adult,5.137721952,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,NA,Hyalella_UnID,Adult,Hyalella_UnID Adult,0.132872119,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Mysida,Mysidae,Hyperacanthomysis,longirostris,Hyperacanthomysis longirostris,Adult,Hyperacanthomysis longirostris Adult,1.771628259,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Mysida,NA,NA,NA,Mysida_UnID,Adult,Mysida_UnID Adult,0,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,kadiakensis,Neomysis kadiakensis,Adult,Neomysis kadiakensis Adult,0,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,mercedis,Neomysis mercedis,Adult,Neomysis mercedis Adult,0,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,Orientomysis aspera,Orientomysis aspera,Adult,Orientomysis aspera Adult,0,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,hwanhaiensis,Orientomysis hwanhaiensis,Adult,Orientomysis hwanhaiensis Adult,0,FALSE
DOP,20-12-LSR-01,38.062491,-121.837229,2019,2019-10-17,2019-10-17 08:14:00,DOP 20-12-LSR-01 2019-10-17 ICF1609,Surface,NA,NA,2.10312,0.82,50,16.8,4.84,2,7.9,8.86,0.67393776443772,NA,Macro,22.5781,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Sinocorophium,alienense,Sinocorophium alienense,Adult,Sinocorophium alienense Adult,0,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Mysida,Mysidae,Alienacanthomysis,macropsis,Alienacanthomysis macropsis,Adult,Alienacanthomysis macropsis Adult,0,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,spinicorne,Americorophium spinicorne,Adult,Americorophium spinicorne Adult,0.042474208,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,stimpsoni,Americorophium stimpsoni,Adult,Americorophium stimpsoni Adult,0,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,Amphipoda_UnID,Adult,Amphipoda_UnID Adult,0,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Amphipoda,Corophiidae,NA,NA,Corophiidae_UnID,Adult,Corophiidae_UnID Adult,0,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Amphipoda,Crangonycitidae,Crangonyx,NA,Crangonyx_UnID,Adult,Crangonyx_UnID Adult,0,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,NA,Gammarus_UnID,Adult,Gammarus_UnID Adult,31.17606833,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,NA,Hyalella_UnID,Adult,Hyalella_UnID Adult,0.042474208,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Mysida,Mysidae,Hyperacanthomysis,longirostris,Hyperacanthomysis longirostris,Adult,Hyperacanthomysis longirostris Adult,0,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Mysida,NA,NA,NA,Mysida_UnID,Adult,Mysida_UnID Adult,0,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,kadiakensis,Neomysis kadiakensis,Adult,Neomysis kadiakensis Adult,0,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,mercedis,Neomysis mercedis,Adult,Neomysis mercedis Adult,0,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,Orientomysis aspera,Orientomysis aspera,Adult,Orientomysis aspera Adult,0,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Mysida,Mysidae,Orientomysis,hwanhaiensis,Orientomysis hwanhaiensis,Adult,Orientomysis hwanhaiensis Adult,0,FALSE
DOP,19-50-LSR-01,38.053015,-121.799852,2019,2019-07-08,2019-07-08 07:56:00,DOP 19-50-LSR-01 2019-07-08 ICF1134,Surface,NA,NA,2.80416,1.13,65,21.6,8.48,1,7.7,8.05,0.14530360840572312,NA,Macro,23.5437,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Sinocorophium,alienense,Sinocorophium alienense,Adult,Sinocorophium alienense Adult,0,FALSE
DOP,20-06-RVV-02,38.100784,-121.707041,2019,2019-09-05,2019-09-05 10:00:00,DOP 20-06-RVV-02 2019-09-05 ICF1413,Surface,NA,NA,3.3223200000000004,0.68,143,22.5,3.16,2,7.9,7.63,0.06919936526502168,NA,Macro,24.4935,Arthropoda,Malacostraca,Mysida,Mysidae,Alienacanthomysis,macropsis,Alienacanthomysis macropsis,Adult,Alienacanthomysis macropsis Adult,0,FALSE
DOP,20-06-RVV-02,38.100784,-121.707041,2019,2019-09-05,2019-09-05 10:00:00,DOP 20-06-RVV-02 2019-09-05 ICF1413,Surface,NA,NA,3.3223200000000004,0.68,143,22.5,3.16,2,7.9,7.63,0.06919936526502168,NA,Macro,24.4935,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,spinicorne,Americorophium spinicorne,Adult,Americorophium spinicorne Adult,0.653234532,FALSE
